UserID,Taken_product,Yearly_avg_view_on_travel_page,preferred_device,total_likes_on_outstation_checkin_given,yearly_avg_Outstation_checkins,member_in_family,preferred_location_type,Yearly_avg_comment_on_travel_page,total_likes_on_outofstation_checkin_received,week_since_last_outstation_checkin,following_company_page,montly_avg_comment_on_company_page,working_flag,travelling_network_rating,Adult_flag,Daily_Avg_mins_spend_on_traveling_page
1005636,No,339.0,iOS and Android,35217.0,28,2,Entertainment,54.0,16756,1,No,19,No,3,0,27
1005637,No,241.0,iOS,20511.0,10,3,Financial,63.0,3474,6,No,25,No,1,1,16
1005638,No,,iOS and Android,25975.0,1,4,Financial,83.0,3527,3,No,19,No,4,1,13
1005639,No,308.0,Android OS,,1,3,Tour and Travel,70.0,6489,8,No,440,No,2,1,16
1005640,No,302.0,iOS and Android,12958.0,1,2,Financial,98.0,6556,4,Yes,28,No,2,1,25
1005641,No,181.0,iOS and Android,17752.0,29,1,Medical,103.0,3949,1,No,20,No,2,3,9
1005642,No,346.0,iOS and Android,25143.0,13,4,Financial,46.0,5615,8,No,21,No,4,0,22
1005643,No,264.0,iOS and Android,47986.0,27,4,Financial,61.0,6937,2,No,28,No,2,1,22
1005644,No,226.0,iOS and Android,27803.0,16,1,Financial,48.0,2916,2,No,23,No,2,1,12
1005645,No,,Android OS,19054.0,1,4,Social media,94.0,5019,7,No,22,No,4,1,10
1005646,No,346.0,iOS and Android,44738.0,1,3,Financial,79.0,10411,6,Yes,20,No,2,1,19
1005647,Yes,271.0,iOS and Android,50991.0,13,5,Social media,104.0,6179,5,Yes,23,No,2,3,21
1005648,Yes,241.0,iOS and Android,33785.0,1,2,Financial,47.0,6792,8,No,22,No,2,0,18
1005649,No,174.0,iOS and Android,5649.0,1,1,Medical,56.0,3335,3,No,24,No,3,0,5
1005650,No,233.0,iOS,5748.0,24,1,Entertainment,36.0,5296,3,No,23,Yes,4,0,17
1005651,No,294.0,Android OS,27755.0,1,3,Financial,91.0,6530,1,Yes,22,No,4,1,16
1005652,No,241.0,iOS and Android,13033.0,19,3,Financial,90.0,9658,3,No,16,No,3,1,15
1005653,No,301.0,iOS and Android,21427.0,1,4,Medical,94.0,19873,3,No,25,No,2,0,23
1005654,No,339.0,iOS and Android,6195.0,1,3,Financial,61.0,9807,6,No,24,Yes,3,2,19
1005655,No,226.0,iOS,45952.0,1,4,Entertainment,85.0,5025,1,No,24,No,4,0,16
1005656,No,182.0,iOS,31436.0,10,3,Medical,74.0,2198,2,No,17,No,4,1,6
1005657,Yes,226.0,iOS,21049.0,1,3,Tour and Travel,79.0,2236,8,No,20,No,3,1,11
1005658,No,234.0,iOS and Android,35148.0,1,3,Entertainment,58.0,8387,3,No,29,No,3,1,11
1005659,No,203.0,iOS and Android,36921.0,1,3,Medical,78.0,3485,3,No,21,No,3,0,9
1005660,Yes,220.0,iOS and Android,15028.0,1,3,Social media,66.0,2816,3,No,17,No,3,0,6
1005661,No,219.0,iOS,16165.0,1,3,Financial,78.0,6342,8,Yes,20,No,4,0,15
1005662,No,226.0,iOS and Android,34299.0,15,2,Social media,101.0,7198,4,No,18,No,1,1,19
1005663,No,257.0,iOS and Android,6371.0,1,4,Medical,110.0,2984,2,Yes,24,No,1,3,11
1005664,No,249.0,Android OS,44937.0,1,3,Social media,72.0,5200,8,No,22,No,4,0,20
1005665,No,368.0,iOS and Android,45986.0,11,4,Social media,87.0,4565,3,No,24,No,3,0,17
1005666,Yes,248.0,iOS and Android,7419.0,16,3,Financial,80.0,8619,3,Yes,26,Yes,3,0,17
1005667,No,287.0,iOS,20827.0,1,2,Medical,90.0,2526,5,No,17,No,2,1,16
1005668,Yes,234.0,iOS and Android,37807.0,16,4,Social media,75.0,8216,3,No,16,No,1,3,12
1005669,No,219.0,iOS and Android,20694.0,1,3,Entertainment,98.0,2158,1,No,23,No,3,1,3
1005670,No,227.0,iOS and Android,10723.0,16,3,Financial,70.0,5341,3,No,24,No,3,1,14
1005671,No,241.0,Android OS,33399.0,1,4,Entertainment,73.0,2767,2,No,22,No,2,0,18
1005672,No,287.0,iOS and Android,29188.0,18,3,Medical,66.0,5864,3,Yes,26,No,3,1,20
1005673,Yes,324.0,iOS,28284.0,17,3,Entertainment,47.0,2487,10,Yes,25,No,4,1,11
1005674,No,317.0,iOS and Android,29966.0,12,3,Medical,70.0,2818,10,No,440,Yes,2,3,10
1005675,No,414.0,iOS and Android,16768.0,1,3,Medical,65.0,19087,10,No,19,No,2,3,39
1005676,No,249.0,Android OS,27172.0,1,3,Entertainment,101.0,3103,7,No,25,No,4,2,16
1005677,No,308.0,iOS and Android,19221.0,1,4,Financial,105.0,2332,1,No,27,Yes,2,2,6
1005678,No,257.0,Android OS,48169.0,10,3,Financial,94.0,4054,3,Yes,24,No,3,1,21
1005679,No,398.0,Android OS,23166.0,1,4,Medical,75.0,13017,6,Yes,353,Yes,4,3,34
1005680,No,323.0,iOS and Android,8581.0,1,3,Financial,109.0,3592,0,No,24,No,2,0,17
1005681,No,256.0,iOS and Android,17926.0,1,2,Financial,43.0,6078,7,No,19,No,1,0,11
1005682,Yes,158.0,iOS and Android,11830.0,1,1,Social media,36.0,2722,1,No,18,No,2,0,7
1005683,No,286.0,iOS and Android,40386.0,1,2,Other,46.0,3746,1,No,22,No,2,1,10
1005684,Yes,166.0,iOS and Android,45337.0,1,1,Medical,90.0,2458,3,Yes,29,No,3,0,6
1005685,No,234.0,iOS and Android,6897.0,29,4,Social media,98.0,5523,2,No,24,No,1,2,22
1005686,No,384.0,iOS and Android,33010.0,1,3,Entertainment,59.0,13175,4,No,20,No,4,0,18
1005687,No,,iOS and Android,20655.0,1,2,Social media,53.0,4238,2,No,17,No,1,2,13
1005688,No,347.0,iOS and Android,25728.0,1,4,Medical,56.0,19371,9,Yes,22,No,3,1,27
1005689,No,271.0,iOS and Android,48440.0,10,3,Financial,103.0,8364,9,Yes,24,No,4,1,21
1005690,Yes,331.0,iOS,15053.0,1,2,Medical,,2383,1,Yes,16,No,3,3,12
1005691,No,279.0,iOS and Android,43399.0,1,2,Other,99.0,4130,2,No,16,No,3,0,24
1005692,Yes,263.0,iOS and Android,10646.0,27,3,Financial,99.0,5872,3,Yes,28,No,4,0,19
1005693,No,249.0,iOS and Android,30381.0,1,4,Financial,95.0,3187,6,No,26,No,2,1,21
1005694,No,211.0,iOS and Android,41365.0,1,3,Financial,93.0,2093,2,No,16,No,3,1,8
1005695,No,294.0,iOS and Android,43887.0,10,1,Medical,74.0,13521,8,No,27,Yes,3,0,12
1005696,No,347.0,Android OS,29758.0,26,2,Financial,104.0,8032,8,No,19,No,3,0,13
1005697,No,301.0,iOS and Android,21594.0,1,2,Financial,106.0,3431,6,No,24,No,4,1,11
1005698,No,317.0,iOS and Android,39517.0,13,3,Medical,106.0,5589,7,No,22,No,3,2,15
1005699,No,,Android OS,41334.0,1,2,Medical,96.0,5807,3,No,22,No,3,1,20
1005700,No,286.0,Android OS,46809.0,1,3,Tour and Travel,105.0,2646,5,No,22,No,4,3,20
1005701,Yes,256.0,iOS,8232.0,1,4,Financial,107.0,5404,5,No,26,No,3,1,16
1005702,Yes,278.0,iOS and Android,12980.0,10,4,Medical,64.0,4273,3,No,25,No,2,0,15
1005703,No,294.0,iOS,,20,3,Financial,95.0,4173,3,No,22,No,4,1,11
1005704,No,324.0,Android OS,12045.0,1,3,Financial,63.0,2496,5,No,19,No,3,0,9
1005705,No,308.0,iOS and Android,15695.0,1,3,Financial,90.0,6922,5,No,15,No,1,0,18
1005706,No,308.0,iOS and Android,27897.0,1,1,Social media,88.0,10490,1,Yes,21,No,4,1,27
1005707,No,227.0,iOS and Android,38268.0,10,3,Medical,73.0,9723,9,No,24,No,2,0,11
1005708,Yes,197.0,iOS and Android,32244.0,20,2,Medical,76.0,2198,0,Yes,14,No,3,0,11
1005709,Yes,346.0,iOS and Android,9171.0,21,2,Medical,81.0,8982,6,No,28,Yes,4,1,22
1005710,No,301.0,iOS and Android,41835.0,1,3,Financial,67.0,6560,5,No,25,No,4,1,18
1005711,No,257.0,iOS and Android,28380.0,1,2,Entertainment,99.0,6857,1,No,312,Yes,3,2,14
1005712,No,436.0,Android OS,12300.0,1,3,Medical,59.0,16343,4,No,449,Yes,4,1,45
1005713,No,263.0,iOS and Android,6513.0,23,4,Medical,103.0,2765,2,No,21,No,2,1,6
1005714,No,354.0,iOS and Android,35081.0,1,3,Financial,,10393,10,Yes,15,No,3,1,38
1005715,No,302.0,iOS and Android,26290.0,12,3,Financial,55.0,4508,2,No,20,No,2,1,22
1005716,No,,iOS and Android,15132.0,1,4,Medical,82.0,6899,6,No,27,No,2,1,15
1005717,No,,iOS,39425.0,1,4,Social media,82.0,9694,3,No,23,No,4,2,12
1005718,No,211.0,iOS and Android,42645.0,1,3,Medical,76.0,3642,2,No,302,Yes,3,1,6
1005719,No,287.0,iOS and Android,25340.0,1,4,Social media,86.0,5461,2,Yes,25,Yes,1,2,28
1005720,No,196.0,iOS and Android,20064.0,10,3,Medical,55.0,4731,1,No,25,No,1,0,12
1005721,No,436.0,iOS,42610.0,15,4,Financial,99.0,15838,2,Yes,21,No,2,0,24
1005722,No,137.0,Android OS,50130.0,,3,Medical,48.0,1564,1,No,26,No,3,0,3
1005723,Yes,234.0,iOS and Android,12610.0,18,5,Tour and Travel,102.0,3013,1,No,24,No,3,0,7
1005724,Yes,220.0,iOS and Android,12289.0,13,3,Tour and Travel,71.0,2392,5,Yes,21,No,4,3,11
1005725,No,338.0,Android OS,20647.0,1,4,Financial,72.0,5207,6,No,28,Yes,2,2,15
1005726,No,271.0,iOS and Android,15081.0,1,4,Other,82.0,7020,4,Yes,25,Yes,4,1,17
1005727,No,324.0,iOS,49801.0,1,4,Financial,99.0,5728,2,No,25,Yes,3,1,13
1005728,No,204.0,iOS,45435.0,1,2,Financial,66.0,2435,1,Yes,21,No,3,0,13
1005729,No,219.0,iOS,20123.0,20,1,Medical,49.0,3856,3,No,20,No,2,0,19
1005730,No,242.0,iOS,46160.0,10,4,Social media,85.0,4689,9,No,18,No,3,0,9
1005731,No,316.0,Android OS,12475.0,10,4,Entertainment,53.0,2989,5,No,25,Yes,2,2,14
1005732,No,354.0,iOS and Android,7289.0,1,4,Financial,69.0,2164,6,No,20,No,3,0,17
1005733,No,346.0,iOS and Android,,1,2,Financial,87.0,8624,4,No,26,No,3,1,17
1005734,No,211.0,Android OS,9843.0,1,2,Financial,49.0,2756,2,No,19,No,2,1,9
1005735,No,219.0,iOS and Android,25446.0,29,1,Financial,107.0,6440,8,No,26,No,4,2,19
1005736,No,316.0,iOS and Android,40011.0,1,3,Financial,93.0,4026,6,No,23,No,4,0,8
1005737,Yes,241.0,iOS and Android,14530.0,1,4,Social media,92.0,9961,7,Yes,21,No,3,0,10
1005738,No,347.0,iOS and Android,46197.0,1,3,Entertainment,51.0,13273,3,No,20,No,4,1,29
1005739,No,203.0,iOS and Android,25522.0,23,1,Medical,44.0,3585,3,No,459,Yes,4,1,14
1005740,No,,iOS and Android,12361.0,1,1,Medical,93.0,2846,2,No,21,No,4,0,2
1005741,No,324.0,iOS and Android,28849.0,1,3,Medical,94.0,19451,9,No,23,No,4,0,26
1005742,No,361.0,iOS and Android,42880.0,10,3,Financial,96.0,19721,5,No,18,No,4,0,29
1005743,Yes,219.0,iOS,16108.0,24,2,Financial,88.0,2491,1,Yes,28,Yes,2,0,6
1005744,Yes,346.0,iOS and Android,43940.0,10,3,Financial,69.0,7366,7,No,27,Yes,3,3,21
1005745,No,204.0,iOS,39616.0,15,3,Financial,88.0,4827,1,No,26,No,4,1,13
1005746,No,,iOS and Android,29265.0,19,4,Other,53.0,3956,9,No,26,No,2,3,12
1005747,No,414.0,iOS and Android,29310.0,1,4,Entertainment,105.0,2702,10,No,26,Yes,2,1,22
1005748,No,212.0,iOS and Android,,1,3,Medical,88.0,2916,2,No,30,No,4,1,4
1005749,Yes,227.0,iOS and Android,33114.0,1,3,Medical,95.0,1127,1,No,23,No,3,0,6
1005750,Yes,,iOS and Android,13726.0,1,1,Financial,90.0,2523,2,Yes,313,Yes,1,0,7
1005751,No,272.0,iOS and Android,44354.0,10,4,Entertainment,72.0,5719,3,Yes,25,No,1,1,13
1005752,No,234.0,iOS and Android,10919.0,20,3,Financial,96.0,4246,1,No,16,No,1,1,13
1005753,No,257.0,iOS and Android,51848.0,1,3,Financial,69.0,9755,3,Yes,23,No,4,3,17
1005754,No,219.0,iOS and Android,20759.0,1,3,Financial,66.0,2119,3,No,17,No,2,0,16
1005755,No,279.0,iOS and Android,27448.0,1,4,Medical,89.0,4337,5,Yes,370,Yes,3,1,23
1005756,No,,iOS and Android,7712.0,16,2,Other,54.0,4842,1,Yes,15,No,4,0,6
1005757,No,340.0,iOS and Android,19492.0,25,2,Financial,100.0,5947,0,No,23,No,4,2,17
1005758,No,271.0,iOS,42495.0,1,1,Tour and Travel,106.0,3943,2,No,477,Yes,4,0,14
1005759,No,301.0,iOS and Android,39839.0,1,4,Financial,106.0,16881,2,No,14,No,1,1,28
1005760,No,197.0,iOS and Android,16915.0,1,2,Financial,97.0,2983,2,Yes,18,No,3,1,5
1005761,No,204.0,iOS and Android,17916.0,1,2,Medical,100.0,6544,2,No,21,No,2,0,16
1005762,No,361.0,iOS,4144.0,22,3,Medical,73.0,17225,4,No,23,No,2,1,29
1005763,No,331.0,iOS and Android,5981.0,1,4,Financial,90.0,5073,2,No,26,No,4,1,17
1005764,Yes,256.0,Android OS,33895.0,16,4,Entertainment,93.0,2350,3,Yes,26,Yes,2,1,12
1005765,Yes,421.0,iOS and Android,40710.0,24,2,Financial,110.0,2632,3,No,23,No,4,0,6
1005766,No,272.0,iOS and Android,11756.0,17,2,Social media,41.0,5547,2,No,20,No,3,2,19
1005767,No,309.0,iOS and Android,11844.0,1,3,Social media,68.0,4433,6,No,26,Yes,3,1,19
1005768,No,317.0,iOS and Android,48901.0,1,3,Medical,92.0,13388,11,No,20,No,2,1,24
1005769,No,234.0,iOS and Android,37797.0,10,2,Medical,95.0,6631,4,Yes,15,No,4,1,15
1005770,No,256.0,iOS and Android,,1,1,Medical,80.0,8162,3,Yes,20,No,3,0,17
1005771,No,234.0,iOS and Android,16527.0,1,3,Medical,70.0,4029,10,No,15,No,2,1,9
1005772,No,196.0,iOS,38390.0,1,3,Other,76.0,2602,1,No,28,No,1,1,14
1005773,No,339.0,iOS,45429.0,1,4,Medical,57.0,5458,6,No,19,No,3,0,13
1005774,No,249.0,iOS and Android,7642.0,10,4,Social media,56.0,5537,1,No,18,No,2,0,13
1005775,No,212.0,iOS,27442.0,1,2,Financial,56.0,6885,3,Yes,19,No,3,1,17
1005776,Yes,219.0,iOS,26141.0,24,3,Entertainment,51.0,1140,1,No,22,No,4,0,9
1005777,No,295.0,Android OS,43828.0,21,4,Financial,43.0,5782,7,No,27,No,3,1,15
1005778,No,204.0,iOS and Android,47440.0,1,4,Entertainment,48.0,2285,1,No,15,No,3,1,14
1005779,No,256.0,iOS,25757.0,22,4,Other,94.0,5792,1,Yes,22,No,2,0,19
1005780,Yes,212.0,iOS and Android,51669.0,13,2,Social media,91.0,9908,3,Yes,18,No,4,0,12
1005781,No,353.0,Android OS,40947.0,14,4,Entertainment,69.0,5524,8,No,26,No,3,1,19
1005782,No,421.0,iOS and Android,50542.0,11,5,Social media,98.0,5427,4,No,23,No,3,1,10
1005783,No,293.0,iOS and Android,30377.0,1,2,Medical,99.0,5193,3,No,380,Yes,4,1,15
1005784,No,286.0,iOS,,1,3,Medical,64.0,2178,1,Yes,21,No,3,1,22
1005785,No,437.0,iOS and Android,21214.0,21,3,Financial,86.0,17932,4,Yes,24,No,3,1,33
1005786,Yes,,iOS,8365.0,1,2,Financial,61.0,2484,5,Yes,20,No,1,0,14
1005787,No,287.0,iOS and Android,,1,2,Financial,79.0,4822,3,No,30,No,4,2,17
1005788,No,369.0,iOS,37279.0,1,1,Financial,47.0,19204,5,No,26,No,4,0,31
1005789,No,316.0,iOS and Android,14711.0,12,4,Social media,92.0,5137,3,Yes,22,No,3,2,16
1005790,Yes,,iOS,46826.0,22,3,Tour and Travel,71.0,2920,1,No,23,No,1,0,9
1005791,No,,iOS and Android,23900.0,18,4,Medical,83.0,5612,0,No,23,No,4,1,15
1005792,No,212.0,Android OS,,16,3,Medical,56.0,2188,1,No,18,No,3,0,7
1005793,No,234.0,Android OS,34200.0,1,2,Medical,54.0,3122,3,Yes,24,No,4,1,8
1005794,No,271.0,Android OS,47330.0,1,4,Financial,73.0,2870,1,No,28,Yes,2,0,10
1005795,No,256.0,iOS and Android,32832.0,1,3,Social media,43.0,9940,2,No,25,Yes,1,0,19
1005796,No,257.0,iOS and Android,43405.0,13,4,Medical,45.0,8686,3,No,21,No,3,1,13
1005797,No,196.0,iOS and Android,5534.0,1,3,Medical,104.0,2918,1,No,22,No,4,0,14
1005798,No,220.0,iOS and Android,4798.0,1,3,Financial,104.0,5433,1,No,19,No,1,1,11
1005799,No,241.0,Android OS,40155.0,15,4,Medical,43.0,6726,5,No,25,No,2,1,14
1005800,No,234.0,iOS,39424.0,1,3,Financial,61.0,5059,2,No,30,Yes,2,0,16
1005801,Yes,212.0,iOS and Android,49177.0,17,3,OTT,44.0,2423,5,No,22,No,1,1,14
1005802,No,286.0,iOS and Android,49183.0,1,3,Financial,65.0,2915,6,No,21,No,1,0,27
1005803,No,264.0,iOS and Android,42883.0,1,4,Financial,67.0,5262,2,Yes,14,No,4,0,17
1005804,No,204.0,iOS and Android,33425.0,1,3,Social media,50.0,4148,1,No,23,No,1,0,15
1005805,No,241.0,iOS and Android,48097.0,1,4,Financial,61.0,9739,8,No,393,Yes,2,0,12
1005806,Yes,234.0,iOS,26430.0,26,4,Social media,70.0,5667,3,Yes,15,No,3,0,15
1005807,Yes,398.0,iOS and Android,40919.0,24,4,Financial,81.0,10502,8,Yes,18,No,2,0,18
1005808,No,406.0,iOS and Android,5461.0,1,2,Financial,77.0,2938,4,No,19,No,3,2,18
1005809,No,,iOS,45655.0,1,2,Financial,45.0,6012,2,No,25,Yes,3,3,16
1005810,No,323.0,iOS and Android,20129.0,11,3,Financial,36.0,7551,2,No,26,No,2,1,18
1005811,No,286.0,iOS,50575.0,1,4,Other,97.0,3033,1,Yes,19,No,2,1,9
1005812,No,413.0,iOS and Android,6657.0,26,4,Tour and Travel,78.0,19691,6,Yes,21,No,1,1,40
1005813,No,233.0,iOS and Android,44703.0,1,1,Medical,73.0,1182,1,Yes,17,No,3,3,3
1005814,No,294.0,iOS and Android,,15,4,Social media,86.0,13394,0,No,24,No,1,0,27
1005815,No,316.0,Android OS,11766.0,23,2,Financial,47.0,4387,1,No,16,No,4,0,21
1005816,No,234.0,Android OS,24443.0,10,3,Medical,49.0,11090,4,No,30,Yes,3,1,19
1005817,No,,iOS and Android,5545.0,10,3,Medical,85.0,4488,7,Yes,25,No,4,0,9
1005818,No,182.0,iOS and Android,27016.0,1,2,Financial,55.0,4676,1,No,15,No,2,0,12
1005819,No,173.0,iOS and Android,20026.0,12,2,Other,91.0,2691,3,No,22,No,3,0,8
1005820,No,301.0,iOS,24265.0,11,3,Entertainment,85.0,6383,1,No,22,No,1,1,16
1005821,No,301.0,iOS and Android,15581.0,1,2,Social media,104.0,5720,4,No,25,No,3,1,21
1005822,No,190.0,iOS and Android,10849.0,1,3,Tour and Travel,96.0,2241,5,No,17,No,3,0,9
1005823,No,226.0,iOS and Android,,1,2,Medical,88.0,3803,1,No,20,No,3,0,14
1005824,No,188.0,iOS and Android,34226.0,1,1,Other,72.0,4021,6,Yes,27,No,3,1,16
1005825,No,354.0,iOS and Android,41336.0,25,3,Medical,99.0,8684,2,No,357,Yes,2,0,25
1005826,No,249.0,Android OS,,1,2,Medical,72.0,2067,1,No,16,No,3,3,10
1005827,No,286.0,iOS and Android,46267.0,1,4,Financial,95.0,4486,2,No,23,No,1,2,21
1005828,No,233.0,iOS and Android,40421.0,1,2,Financial,64.0,3113,1,No,29,No,3,1,6
1005829,No,287.0,iOS,17830.0,1,4,Financial,80.0,5371,2,No,15,No,4,1,13
1005830,No,316.0,iOS and Android,19543.0,18,4,Financial,42.0,5451,8,Yes,21,No,3,1,19
1005831,No,309.0,iOS and Android,22515.0,1,3,Financial,88.0,2830,5,No,465,Yes,1,1,17
1005832,No,355.0,Android OS,40710.0,1,1,Medical,105.0,12012,0,No,26,No,1,2,20
1005833,No,,iOS and Android,52184.0,11,4,Medical,53.0,2707,8,Yes,21,No,3,1,8
1005834,No,166.0,iOS and Android,20373.0,1,2,Financial,,3420,2,No,18,No,4,0,8
1005835,No,264.0,iOS and Android,48874.0,1,4,Medical,63.0,5146,2,No,23,No,2,0,16
1005836,No,250.0,iOS and Android,17580.0,15,2,Medical,103.0,4927,0,Yes,20,No,1,1,13
1005837,No,242.0,iOS and Android,9395.0,29,4,Financial,55.0,2890,3,No,16,No,3,0,9
1005838,No,301.0,iOS and Android,19047.0,1,4,Financial,93.0,2458,10,No,22,No,3,2,11
1005839,No,241.0,iOS and Android,8223.0,1,4,Medical,74.0,2316,2,No,21,No,2,1,4
1005840,No,293.0,iOS and Android,4109.0,24,1,Financial,64.0,4152,9,No,21,No,1,0,23
1005841,No,286.0,iOS and Android,,10,3,Medical,113.0,13260,5,No,24,No,1,1,24
1005842,No,241.0,iOS and Android,28083.0,1,4,Social media,53.0,10470,3,No,25,No,3,2,19
1005843,No,,iOS and Android,5683.0,10,3,Financial,48.0,13803,2,Yes,414,Yes,1,1,20
1005844,No,189.0,iOS and Android,48407.0,1,2,Other,92.0,4960,0,Yes,30,Yes,2,1,10
1005845,No,392.0,Android OS,20510.0,29,4,Financial,54.0,3534,4,No,27,No,2,2,25
1005846,No,331.0,iOS and Android,36330.0,1,3,Medical,56.0,2482,7,Yes,17,No,3,0,9
1005847,No,158.0,iOS and Android,17567.0,1,1,Medical,64.0,2439,3,Yes,19,No,4,0,3
1005848,No,294.0,Android OS,3713.0,1,3,Financial,100.0,19486,4,No,19,No,3,0,24
1005849,Yes,173.0,iOS,22374.0,1,3,Social media,40.0,1841,1,No,30,No,1,1,10
1005850,No,272.0,iOS and Android,19538.0,1,3,Medical,103.0,7695,0,No,25,No,3,2,18
1005851,No,272.0,iOS,,1,2,Financial,107.0,5177,7,No,25,No,2,3,23
1005852,No,422.0,Android OS,23376.0,1,4,Financial,72.0,6365,2,No,25,Yes,1,1,18
1005853,Yes,218.0,iOS and Android,38251.0,1,4,Medical,47.0,4831,11,Yes,23,No,2,3,7
1005854,No,316.0,iOS and Android,10532.0,1,3,Financial,67.0,18926,7,No,23,No,1,0,29
1005855,Yes,421.0,iOS and Android,10890.0,1,2,Entertainment,81.0,2391,9,No,22,No,4,1,20
1005856,No,309.0,iOS and Android,20419.0,28,4,Financial,69.0,13621,0,No,337,Yes,3,1,25
1005857,No,256.0,iOS and Android,24684.0,28,3,Social media,108.0,6760,2,No,27,Yes,4,2,11
1005858,No,271.0,Android OS,10573.0,15,4,Social media,101.0,5448,3,No,27,Yes,1,1,15
1005859,No,309.0,iOS and Android,32595.0,1,3,Financial,64.0,8979,4,No,16,No,3,1,20
1005860,No,241.0,iOS and Android,18559.0,1,3,Entertainment,88.0,2479,3,No,18,No,4,0,5
1005861,No,264.0,iOS and Android,40160.0,26,4,Financial,37.0,8891,2,Yes,20,No,3,0,14
1005862,No,287.0,iOS and Android,12108.0,10,2,Financial,685.0,5392,3,No,14,No,3,1,17
1005863,Yes,376.0,iOS,30763.0,1,4,Financial,100.0,6782,8,No,20,No,4,2,14
1005864,No,271.0,iOS and Android,39237.0,11,4,Social media,110.0,6692,5,No,18,No,1,1,11
1005865,No,339.0,iOS and Android,,20,3,Financial,57.0,4897,9,No,26,No,3,0,15
1005866,No,301.0,iOS and Android,46302.0,1,4,Financial,57.0,2857,2,No,20,No,4,0,9
1005867,No,264.0,iOS,41998.0,18,4,Financial,94.0,5749,2,Yes,25,No,4,2,17
1005868,No,301.0,iOS and Android,41831.0,1,4,Medical,104.0,2052,3,No,17,No,2,3,23
1005869,No,264.0,iOS and Android,10089.0,1,4,Financial,77.0,3034,1,No,16,No,4,1,12
1005870,No,219.0,iOS and Android,48276.0,13,2,Other,55.0,4066,4,Yes,23,No,1,1,11
1005871,No,218.0,iOS and Android,16411.0,28,4,Medical,84.0,3839,1,No,20,No,2,0,12
1005872,Yes,377.0,iOS and Android,14391.0,28,3,Social media,54.0,10907,6,Yes,22,No,2,1,23
1005873,No,,iOS and Android,,24,1,Social media,70.0,12085,0,No,20,No,1,1,29
1005874,No,,Android OS,11413.0,1,3,Medical,88.0,9976,1,No,25,No,2,0,16
1005875,No,197.0,iOS and Android,40879.0,1,3,Other,45.0,3017,2,No,27,No,4,0,14
1005876,No,271.0,iOS,,23,2,Medical,47.0,2612,4,No,24,No,3,1,23
1005877,No,294.0,iOS and Android,21498.0,1,10,Medical,49.0,10038,4,No,22,No,1,1,11
1005878,No,204.0,iOS and Android,5473.0,1,3,Financial,95.0,6194,3,Yes,30,Yes,2,1,12
1005879,No,369.0,iOS,35845.0,1,3,Medical,74.0,5436,3,No,24,No,4,0,20
1005880,No,257.0,iOS and Android,22019.0,1,3,,96.0,4458,2,No,18,No,1,0,14
1005881,Yes,315.0,Tab,38576.0,1,2,Beach,105.0,6005,8,Yes,23,No,1,0,8
1005882,No,379.0,Laptop,9776.0,8,1,Beach,64.0,5142,1,No,33,Yes,4,1,10
1005883,Yes,290.0,Tab,48060.0,2,2,Other,103.0,2096,6,Yes,19,No,2,0,7
1005884,No,255.0,Laptop,48725.0,3,4,Beach,59.0,2913,1,Yes,19,No,3,0,8
1005885,No,211.0,Tab,20690.0,2,1,Historical site,43.0,3475,9,No,16,No,4,1,6
1005886,No,250.0,Laptop,35184.0,2,2,Beach,84.0,3074,0,No,23,No,3,0,8
1005887,No,451.0,Tab,46348.0,3,3,Historical site,90.0,2682,4,Yes,30,Yes,1,3,12
1005888,No,231.0,Tab,47537.0,24,1,Beach,77.0,2703,1,No,30,Yes,2,1,1
1005889,No,295.0,Laptop,7572.0,23,3,Beach,48.0,9532,0,No,33,Yes,2,0,10
1005890,No,281.0,Tab,45471.0,27,3,Historical site,100.0,5241,6,No,16,No,2,2,17
1005891,No,269.0,Tab,28321.0,16,3,Historical site,90.0,2437,0,No,20,No,3,1,6
1005892,No,222.0,Tab,5367.0,15,2,Beach,56.0,4197,0,Yes,21,No,4,0,10
1005893,No,244.0,Tab,23453.0,26,1,Beach,38.0,2914,1,No,27,No,4,1,5
1005894,No,264.0,Tab,47122.0,19,2,Historical site,102.0,2664,0,No,14,No,3,1,3
1005895,Yes,221.0,Tab,3611.0,24,3,Beach,59.0,2037,5,Yes,17,No,2,0,6
1005896,No,227.0,Tab,48626.0,21,4,Beach,60.0,9992,1,No,15,No,3,1,10
1005897,No,246.0,Tab,11699.0,5,2,Beach,90.0,3306,0,Yes,19,No,4,2,7
1005898,No,174.0,Mobile,39309.0,16,2,Historical site,104.0,2946,1,Yes,21,No,2,2,1
1005899,No,402.0,Tab,42675.0,2,4,Beach,89.0,15434,2,No,21,No,3,0,31
1005900,No,295.0,Tab,12991.0,2,3,Beach,55.0,3951,5,Yes,17,No,3,0,6
1005901,No,184.0,Mobile,23567.0,11,2,Other,102.0,4017,0,No,30,No,4,1,5
1005902,Yes,276.0,Tab,42640.0,9,4,Beach,94.0,3417,7,No,28,Yes,2,0,10
1005903,No,258.0,Tab,14673.0,7,4,Beach,65.0,12001,0,No,16,No,3,0,13
1005904,No,168.0,Tab,13695.0,15,2,Beach,103.0,1237,1,No,22,No,4,0,0
1005905,Yes,259.0,Tab,24471.0,6,1,Historical site,88.0,2967,2,No,14,No,3,0,8
